Uploaded_variation,Location,SYMBOL,Gene,GO
rs138748427,6:32516743-32516743,HLA-DRB5,ENSG00000198502,"GO:0000139:Golgi_membrane,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002503:peptide_antigen_assembly_with_MHC_class_II_protein_complex,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005794:Golgi_apparatus,GO:0005886:plasma_membrane,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0012507:ER_to_Golgi_transport_vesicle_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0019886:antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_II,GO:0023026:MHC_class_II_protein_complex_binding,GO:0030658:transport_vesicle_membrane,GO:0030666:endocytic_vesicle_membrane,GO:0030669:clathrin-coated_endocytic_vesicle_membrane,GO:0031902:late_endosome_membrane,GO:0032588:trans-Golgi_network_membrane,GO:0042605:peptide_antigen_binding,GO:0042613:MHC_class_II_protein_complex,GO:0050870:positive_regulation_of_T_cell_activation,GO:0070062:extracellular_exosome,GO:0098553:lumenal_side_of_endoplasmic_reticulum_membrane"
rs71549272,6:32535377-32535377,-,-,-
rs35477995,6:32596935-32596935,-,-,-
rs7760731,6:32615624-32615624,-,-,-
rs9272346,6:32636595-32636595,HLA-DQA1,ENSG00000196735,"GO:0000139:Golgi_membrane,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002503:peptide_antigen_assembly_with_MHC_class_II_protein_complex,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005515:protein_binding,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005794:Golgi_apparatus,GO:0005886:plasma_membrane,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0012507:ER_to_Golgi_transport_vesicle_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0019886:antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_II,GO:0023026:MHC_class_II_protein_complex_binding,GO:0030658:transport_vesicle_membrane,GO:0030666:endocytic_vesicle_membrane,GO:0030669:clathrin-coated_endocytic_vesicle_membrane,GO:0032395:MHC_class_II_receptor_activity,GO:0032588:trans-Golgi_network_membrane,GO:0042605:peptide_antigen_binding,GO:0042613:MHC_class_II_protein_complex,GO:0050870:positive_regulation_of_T_cell_activation,GO:0098553:lumenal_side_of_endoplasmic_reticulum_membrane"
rs9273363,6:32658495-32658495,HLA-DQB1,ENSG00000179344,"GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0042613:MHC_class_II_protein_complex"
rs9273367,6:32658661-32658661,HLA-DQB1,ENSG00000179344,"GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0042613:MHC_class_II_protein_complex"
rs1770,6:32660056-32660056,HLA-DQB1,ENSG00000179344,"GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0042613:MHC_class_II_protein_complex"
rs28746946,6:32684938-32684938,-,-,-
rs1794282,6:32698749-32698749,-,-,-
rs9275358,6:32700118-32700118,-,-,-
rs2647044,6:32700133-32700133,-,-,-
rs3135002,6:32700662-32700662,-,-,-
rs35122968,6:32714422-32714422,-,ENSG00000232080,-
rs3997848,6:32714617-32714617,-,ENSG00000232080,-
rs1257631742,6:32809140-32809145,HLA-DOB,ENSG00000241106,"GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002503:peptide_antigen_assembly_with_MHC_class_II_protein_complex,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0002587:negative_regulation_of_antigen_processing_and_presentation_of_peptide_antigen_via_MHC_class_II,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0006955:immune_response,GO:0010008:endosome_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0019886:antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_II,GO:0023026:MHC_class_II_protein_complex_binding,GO:0032395:MHC_class_II_receptor_activity,GO:0042613:MHC_class_II_protein_complex,GO:0050870:positive_regulation_of_T_cell_activation"
rs1015166,6:32830954-32830954,TAP2,ENSG00000204267,"GO:0000166:nucleotide_binding,GO:0001913:T_cell_mediated_cytotoxicity,GO:0001916:positive_regulation_of_T_cell_mediated_cytotoxicity,GO:0002237:response_to_molecule_of_bacterial_origin,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002481:antigen_processing_and_presentation_of_exogenous_protein_antigen_via_MHC_class_Ib_-_TAP-dependent,GO:0002485:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_I_via_ER_pathway_-_TAP-dependent,GO:0002489:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_Ib_via_ER_pathway_-_TAP-dependent,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0015031:protein_transport,GO:0015433:ABC-type_peptide_antigen_transporter_activity,GO:0015440:ABC-type_peptide_transporter_activity,GO:0015833:peptide_transport,GO:0016020:membrane,GO:0016021:integral_component_of_membrane,GO:0016607:nuclear_speck,GO:0016887:ATP_hydrolysis_activity,GO:0019885:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_I,GO:0023029:MHC_class_Ib_protein_binding,GO:0030176:integral_component_of_endoplasmic_reticulum_membrane,GO:0030670:phagocytic_vesicle_membrane,GO:0033116:endoplasmic_reticulum-Golgi_intermediate_compartment_membrane,GO:0042287:MHC_protein_binding,GO:0042288:MHC_class_I_protein_binding,GO:0042605:peptide_antigen_binding,GO:0042626:ATPase-coupled_transmembrane_transporter_activity,GO:0042824:MHC_class_I_peptide_loading_complex,GO:0042825:TAP_complex,GO:0046872:metal_ion_binding,GO:0046967:cytosol_to_endoplasmic_reticulum_transport,GO:0046968:peptide_antigen_transport,GO:0046978:TAP1_binding,GO:0046980:tapasin_binding,GO:0055085:transmembrane_transport,GO:0140359:ABC-type_transporter_activity,GO:1904680:peptide_transmembrane_transporter_activity"
rs241427,6:32836637-32836637,PSMB8,ENSG00000204264,"GO:0000502:proteasome_complex,GO:0002376:immune_system_process,GO:0004175:endopeptidase_activity,GO:0004298:threonine-type_endopeptidase_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005839:proteasome_core_complex,GO:0006508:proteolysis,GO:0008233:peptidase_activity,GO:0010498:proteasomal_protein_catabolic_process,GO:0016787:hydrolase_activity,GO:0019774:proteasome_core_complex_-_beta-subunit_complex,GO:0019882:antigen_processing_and_presentation,GO:0030154:cell_differentiation,GO:0045444:fat_cell_differentiation,GO:0051603:proteolysis_involved_in_protein_catabolic_process,GO:0052548:regulation_of_endopeptidase_activity,GO:0070062:extracellular_exosome,GO:1990111:spermatoproteasome_complex"
rs3819720,6:32836793-32836793,PSMB8,ENSG00000204264,"GO:0000502:proteasome_complex,GO:0002376:immune_system_process,GO:0004175:endopeptidase_activity,GO:0004298:threonine-type_endopeptidase_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005839:proteasome_core_complex,GO:0006508:proteolysis,GO:0008233:peptidase_activity,GO:0010498:proteasomal_protein_catabolic_process,GO:0016787:hydrolase_activity,GO:0019774:proteasome_core_complex_-_beta-subunit_complex,GO:0019882:antigen_processing_and_presentation,GO:0030154:cell_differentiation,GO:0045444:fat_cell_differentiation,GO:0051603:proteolysis_involved_in_protein_catabolic_process,GO:0052548:regulation_of_endopeptidase_activity,GO:0070062:extracellular_exosome,GO:1990111:spermatoproteasome_complex"
rs4148870,6:32838614-32838614,PSMB8,ENSG00000204264,"GO:0000502:proteasome_complex,GO:0002376:immune_system_process,GO:0004175:endopeptidase_activity,GO:0004298:threonine-type_endopeptidase_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005839:proteasome_core_complex,GO:0006508:proteolysis,GO:0008233:peptidase_activity,GO:0010498:proteasomal_protein_catabolic_process,GO:0016787:hydrolase_activity,GO:0019774:proteasome_core_complex_-_beta-subunit_complex,GO:0019882:antigen_processing_and_presentation,GO:0030154:cell_differentiation,GO:0045444:fat_cell_differentiation,GO:0051603:proteolysis_involved_in_protein_catabolic_process,GO:0052548:regulation_of_endopeptidase_activity,GO:0070062:extracellular_exosome,GO:1990111:spermatoproteasome_complex"
rs56098412,6:32911694-32911694,-,-,-
rs17214290,6:33020111-33020111,-,-,-
rs3128930,6:33107889-33107889,-,ENSG00000291111,-
rs4713614,6:33160210-33160210,COL11A2,ENSG00000204248,"GO:0001649:osteoblast_differentiation,GO:0001894:tissue_homeostasis,GO:0002062:chondrocyte_differentiation,GO:0005201:extracellular_matrix_structural_constituent,GO:0005581:collagen_trimer,GO:0005788:endoplasmic_reticulum_lumen,GO:0007605:sensory_perception_of_sound,GO:0030199:collagen_fibril_organization,GO:0048705:skeletal_system_morphogenesis"
rs2855448,6:33168798-33168798,COL11A2,ENSG00000204248,"GO:0001649:osteoblast_differentiation,GO:0001894:tissue_homeostasis,GO:0002062:chondrocyte_differentiation,GO:0005201:extracellular_matrix_structural_constituent,GO:0005581:collagen_trimer,GO:0005788:endoplasmic_reticulum_lumen,GO:0007605:sensory_perception_of_sound,GO:0030199:collagen_fibril_organization,GO:0048705:skeletal_system_morphogenesis"
rs72887765,6:33301993-33301993,RGL2,ENSG00000237441,"GO:0005085:guanyl-nucleotide_exchange_factor_activity,GO:0005515:protein_binding,GO:0005575:cellular_component,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0007165:signal_transduction,GO:0007264:small_GTPase_mediated_signal_transduction,GO:0007265:Ras_protein_signal_transduction,GO:0010667:negative_regulation_of_cardiac_muscle_cell_apoptotic_process,GO:0014068:positive_regulation_of_phosphatidylinositol_3-kinase_signaling,GO:0032485:regulation_of_Ral_protein_signal_transduction,GO:0043547:positive_regulation_of_GTPase_activity"
rs115337486,6:33387741-33387741,KIFC1,ENSG00000237649,"GO:0000070:mitotic_sister_chromatid_segregation,GO:0000166:nucleotide_binding,GO:0003774:cytoskeletal_motor_activity,GO:0003777:microtubule_motor_activity,GO:0005524:ATP_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0005768:endosome,GO:0005769:early_endosome,GO:0005815:microtubule_organizing_center,GO:0005819:spindle,GO:0005856:cytoskeleton,GO:0005871:kinesin_complex,GO:0005874:microtubule,GO:0007018:microtubule-based_movement,GO:0007049:cell_cycle,GO:0007080:mitotic_metaphase_plate_congression,GO:0008017:microtubule_binding,GO:0016020:membrane,GO:0016887:ATP_hydrolysis_activity,GO:0051301:cell_division,GO:0072686:mitotic_spindle,GO:0090307:mitotic_spindle_assembly"
rs113196564,6:33464895-33464895,-,-,-
rs150420498,6:33489728-33489728,-,-,-
rs116647495,6:33647094-33647094,ITPR3,ENSG00000096433,"GO:0000822:inositol_hexakisphosphate_binding,GO:0005216:ion_channel_activity,GO:0005220:inositol_1-4-5-trisphosphate-sensitive_calcium-release_channel_activity,GO:0005262:calcium_channel_activity,GO:0005509:calcium_ion_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005640:nuclear_outer_membrane,GO:0005654:nucleoplasm,GO:0005730:nucleolus,GO:0005737:cytoplasm,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005886:plasma_membrane,GO:0005903:brush_border,GO:0006811:ion_transport,GO:0006816:calcium_ion_transport,GO:0007186:G_protein-coupled_receptor_signaling_pathway,GO:0007204:positive_regulation_of_cytosolic_calcium_ion_concentration,GO:0007613:memory,GO:0012505:endomembrane_system,GO:0015085:calcium_ion_transmembrane_transporter_activity,GO:0015278:calcium-release_channel_activity,GO:0016020:membrane,GO:0016529:sarcoplasmic_reticulum,GO:0030659:cytoplasmic_vesicle_membrane,GO:0030667:secretory_granule_membrane,GO:0031095:platelet_dense_tubular_network_membrane,GO:0035091:phosphatidylinositol_binding,GO:0043025:neuronal_cell_body,GO:0043209:myelin_sheath,GO:0043231:intracellular_membrane-bounded_organelle,GO:0043235:receptor_complex,GO:0043533:inositol_1-3-4-5_tetrakisphosphate_binding,GO:0045177:apical_part_of_cell,GO:0048016:inositol_phosphate-mediated_signaling,GO:0050909:sensory_perception_of_taste,GO:0050913:sensory_perception_of_bitter_taste,GO:0050916:sensory_perception_of_sweet_taste,GO:0050917:sensory_perception_of_umami_taste,GO:0051209:release_of_sequestered_calcium_ion_into_cytosol,GO:0051592:response_to_calcium_ion,GO:0055085:transmembrane_transport,GO:0060291:long-term_synaptic_potentiation,GO:0070588:calcium_ion_transmembrane_transport,GO:0070679:inositol_1-4-5_trisphosphate_binding"
rs138181578,6:45758094-45758094,-,-,-
rs567939777,6:46032617-46032617,CLIC5,ENSG00000112782,"GO:0005244:voltage-gated_ion_channel_activity,GO:0005254:chloride_channel_activity,GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005815:microtubule_organizing_center,GO:0005856:cytoskeleton,GO:0005886:plasma_membrane,GO:0005938:cell_cortex,GO:0006811:ion_transport,GO:0006821:chloride_transport,GO:0007565:female_pregnancy,GO:0007601:visual_perception,GO:0007605:sensory_perception_of_sound,GO:0015629:actin_cytoskeleton,GO:0016020:membrane,GO:0016324:apical_plasma_membrane,GO:0034220:ion_transmembrane_transport,GO:0034707:chloride_channel_complex,GO:0034765:regulation_of_ion_transmembrane_transport,GO:0050896:response_to_stimulus,GO:0070062:extracellular_exosome,GO:1902476:chloride_transmembrane_transport"
rs78824139,6:64748694-64748694,EYS,ENSG00000188107,"GO:0001750:photoreceptor_outer_segment,GO:0003674:molecular_function,GO:0005509:calcium_ion_binding,GO:0005576:extracellular_region,GO:0005737:cytoplasm,GO:0005815:microtubule_organizing_center,GO:0005856:cytoskeleton,GO:0005929:cilium,GO:0007601:visual_perception,GO:0033165:interphotoreceptor_matrix,GO:0042995:cell_projection,GO:0043403:skeletal_muscle_tissue_regeneration,GO:0050896:response_to_stimulus,GO:0050908:detection_of_light_stimulus_involved_in_visual_perception,GO:0070062:extracellular_exosome"
rs17711850,6:90155151-90155151,BACH2,ENSG00000112182,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000785:chromatin,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0001227:DNA-binding_transcription_repressor_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0051170:import_into_nucleus,GO:0090575:RNA_polymerase_II_transcription_regulator_complex,GO:0090721:primary_adaptive_immune_response_involving_T_cells_and_B_cells,GO:1990837:sequence-specific_double-stranded_DNA_binding"
rs3757247,6:90247744-90247744,BACH2,ENSG00000112182,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000785:chromatin,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0001227:DNA-binding_transcription_repressor_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0051170:import_into_nucleus,GO:0090575:RNA_polymerase_II_transcription_regulator_complex,GO:0090721:primary_adaptive_immune_response_involving_T_cells_and_B_cells,GO:1990837:sequence-specific_double-stranded_DNA_binding"
